Sampling_Rate,Duration,Score,Recording_Length,Error,Participant,Database,Method
250,0.008966,,2.0,None,GUDB_00,GUDB_sitting,neurokit
250,0.007,,2.0,None,GUDB_00,GUDB_maths,neurokit
250,0.007999,,2.0,None,GUDB_00,GUDB_walking,neurokit
250,0.009001,,2.0,None,GUDB_00,GUDB_hand_bike,neurokit
250,0.012004,,2.0,None,GUDB_00,GUDB_jogging,neurokit
250,0.015034,,2.0,None,GUDB_01,GUDB_sitting,neurokit
250,0.010967,,2.0,None,GUDB_01,GUDB_maths,neurokit
250,0.015,,2.0,None,GUDB_01,GUDB_walking,neurokit
250,0.012,,2.0,None,GUDB_01,GUDB_hand_bike,neurokit
250,0.011002,,2.0,None,GUDB_01,GUDB_jogging,neurokit
250,0.011001,,2.0,None,GUDB_02,GUDB_sitting,neurokit
250,0.008033,,2.0,None,GUDB_02,GUDB_maths,neurokit
250,0.009042,,2.0,None,GUDB_02,GUDB_walking,neurokit
250,0.016003,,2.0,None,GUDB_02,GUDB_jogging,neurokit
250,0.007,,2.0,None,GUDB_03,GUDB_sitting,neurokit
250,0.010001,,2.0,None,GUDB_03,GUDB_maths,neurokit
250,0.011037,,2.0,None,GUDB_03,GUDB_walking,neurokit
250,0.011,,2.0,None,GUDB_03,GUDB_hand_bike,neurokit
250,0.013,,2.0,None,GUDB_03,GUDB_jogging,neurokit
250,0.011994,,2.0,None,GUDB_04,GUDB_sitting,neurokit
250,0.009002,,2.0,None,GUDB_04,GUDB_maths,neurokit
250,0.009966,,2.0,None,GUDB_04,GUDB_walking,neurokit
250,0.008,,2.0,None,GUDB_04,GUDB_hand_bike,neurokit
250,0.026,,2.0,None,GUDB_04,GUDB_jogging,neurokit
250,0.007966,,2.0,None,GUDB_05,GUDB_sitting,neurokit
250,0.009034,,2.0,None,GUDB_05,GUDB_maths,neurokit
250,0.009,,2.0,None,GUDB_05,GUDB_walking,neurokit
250,0.010999,,2.0,None,GUDB_05,GUDB_hand_bike,neurokit
250,0.010999,,2.0,None,GUDB_05,GUDB_jogging,neurokit
250,0.007967,,2.0,None,GUDB_06,GUDB_sitting,neurokit
250,0.008,,2.0,None,GUDB_06,GUDB_maths,neurokit
250,0.009002,,2.0,None,GUDB_06,GUDB_walking,neurokit
250,0.008968,,2.0,None,GUDB_06,GUDB_hand_bike,neurokit
250,0.011035,,2.0,None,GUDB_06,GUDB_jogging,neurokit
250,0.009002,,2.0,None,GUDB_07,GUDB_sitting,neurokit
250,0.008968,,2.0,None,GUDB_07,GUDB_maths,neurokit
250,0.004981,,2.0,None,GUDB_07,GUDB_walking,neurokit
250,0.010999,,2.0,None,GUDB_07,GUDB_hand_bike,neurokit
250,0.011002,,2.0,None,GUDB_07,GUDB_jogging,neurokit
250,0.007999,,2.0,None,GUDB_08,GUDB_sitting,neurokit
250,0.007001,,2.0,None,GUDB_08,GUDB_maths,neurokit
250,0.009,,2.0,None,GUDB_08,GUDB_walking,neurokit
250,0.008,,2.0,None,GUDB_08,GUDB_hand_bike,neurokit
250,0.013,,2.0,None,GUDB_08,GUDB_jogging,neurokit
250,0.008998,,2.0,None,GUDB_09,GUDB_sitting,neurokit
250,0.013001,,2.0,None,GUDB_09,GUDB_maths,neurokit
250,0.011001,,2.0,None,GUDB_09,GUDB_walking,neurokit
250,0.009998,,2.0,None,GUDB_09,GUDB_hand_bike,neurokit
250,0.014996,,2.0,None,GUDB_09,GUDB_jogging,neurokit
250,0.009001,,2.0,None,GUDB_10,GUDB_sitting,neurokit
250,0.012002,,2.0,None,GUDB_10,GUDB_maths,neurokit
250,0.008999,,2.0,None,GUDB_10,GUDB_walking,neurokit
250,0.007,,2.0,None,GUDB_10,GUDB_hand_bike,neurokit
250,0.012,,2.0,None,GUDB_10,GUDB_jogging,neurokit
250,0.01,,2.0,None,GUDB_11,GUDB_sitting,neurokit
250,0.012034,,2.0,None,GUDB_11,GUDB_maths,neurokit
250,0.011999,,2.0,None,GUDB_11,GUDB_walking,neurokit
250,0.011,,2.0,None,GUDB_11,GUDB_hand_bike,neurokit
250,0.01,,2.0,None,GUDB_11,GUDB_jogging,neurokit
250,0.010001,,2.0,None,GUDB_12,GUDB_sitting,neurokit
250,0.018002,,2.0,None,GUDB_12,GUDB_maths,neurokit
250,0.017998,,2.0,None,GUDB_12,GUDB_walking,neurokit
250,0.015,,2.0,None,GUDB_12,GUDB_hand_bike,neurokit
250,0.016,,2.0,None,GUDB_12,GUDB_jogging,neurokit
250,0.008999,,2.0,None,GUDB_13,GUDB_sitting,neurokit
250,0.007991,,2.0,None,GUDB_13,GUDB_maths,neurokit
250,0.007993,,2.0,None,GUDB_13,GUDB_walking,neurokit
250,0.008001,,2.0,None,GUDB_13,GUDB_hand_bike,neurokit
250,0.011998,,2.0,None,GUDB_13,GUDB_jogging,neurokit
250,0.007,,2.0,None,GUDB_14,GUDB_sitting,neurokit
250,0.007035,,2.0,None,GUDB_14,GUDB_maths,neurokit
250,0.002001,,2.0,R-peaks detected <= 3,GUDB_14,GUDB_walking,neurokit
250,0.007999,,2.0,None,GUDB_14,GUDB_hand_bike,neurokit
250,0.008001,,2.0,None,GUDB_15,GUDB_sitting,neurokit
250,0.008,,2.0,None,GUDB_15,GUDB_maths,neurokit
250,0.008001,,2.0,None,GUDB_15,GUDB_walking,neurokit
250,0.011001,,2.0,None,GUDB_15,GUDB_hand_bike,neurokit
250,0.014,,2.0,None,GUDB_15,GUDB_jogging,neurokit
250,0.008014,,2.0,None,GUDB_16,GUDB_sitting,neurokit
250,0.008053,,2.0,None,GUDB_16,GUDB_maths,neurokit
250,0.007998,,2.0,None,GUDB_16,GUDB_walking,neurokit
250,0.007999,,2.0,None,GUDB_16,GUDB_hand_bike,neurokit
250,0.011994,,2.0,None,GUDB_16,GUDB_jogging,neurokit
250,0.009992,,2.0,None,GUDB_17,GUDB_sitting,neurokit
250,0.008002,,2.0,None,GUDB_17,GUDB_maths,neurokit
250,0.008038,,2.0,None,GUDB_17,GUDB_walking,neurokit
250,0.008,,2.0,None,GUDB_17,GUDB_hand_bike,neurokit
250,0.009957,,2.0,None,GUDB_17,GUDB_jogging,neurokit
250,0.011,,2.0,None,GUDB_18,GUDB_sitting,neurokit
250,0.008999,,2.0,None,GUDB_18,GUDB_maths,neurokit
250,0.012001,,2.0,None,GUDB_18,GUDB_walking,neurokit
250,0.008002,,2.0,None,GUDB_18,GUDB_hand_bike,neurokit
250,0.011995,,2.0,None,GUDB_18,GUDB_jogging,neurokit
250,0.008001,,2.0,None,GUDB_19,GUDB_sitting,neurokit
250,0.008,,2.0,None,GUDB_19,GUDB_maths,neurokit
250,0.01,,2.0,None,GUDB_19,GUDB_walking,neurokit
250,0.008967,,2.0,None,GUDB_19,GUDB_hand_bike,neurokit
250,0.012,,2.0,None,GUDB_19,GUDB_jogging,neurokit
250,0.007999,,2.0,None,GUDB_20,GUDB_sitting,neurokit
250,0.011957,,2.0,None,GUDB_20,GUDB_maths,neurokit
250,0.008,,2.0,None,GUDB_20,GUDB_walking,neurokit
250,0.008964,,2.0,None,GUDB_20,GUDB_hand_bike,neurokit
250,0.013993,,2.0,None,GUDB_20,GUDB_jogging,neurokit
250,0.016,,2.0,None,GUDB_21,GUDB_sitting,neurokit
250,0.008,,2.0,None,GUDB_21,GUDB_maths,neurokit
250,0.009992,,2.0,None,GUDB_21,GUDB_walking,neurokit
250,0.008997,,2.0,None,GUDB_21,GUDB_hand_bike,neurokit
250,0.014037,,2.0,None,GUDB_21,GUDB_jogging,neurokit
250,0.009041,,2.0,None,GUDB_22,GUDB_sitting,neurokit
250,0.009,,2.0,None,GUDB_22,GUDB_maths,neurokit
250,0.011015,,2.0,None,GUDB_22,GUDB_walking,neurokit
250,0.009039,,2.0,None,GUDB_22,GUDB_hand_bike,neurokit
250,0.012,,2.0,None,GUDB_22,GUDB_jogging,neurokit
250,0.010001,,2.0,None,GUDB_23,GUDB_sitting,neurokit
250,0.008,,2.0,None,GUDB_23,GUDB_maths,neurokit
250,0.020001,,2.0,None,GUDB_23,GUDB_walking,neurokit
250,0.01,,2.0,None,GUDB_23,GUDB_hand_bike,neurokit
250,0.012001,,2.0,None,GUDB_23,GUDB_jogging,neurokit
250,0.007,,2.0,None,GUDB_24,GUDB_sitting,neurokit
250,0.00699,,2.0,None,GUDB_24,GUDB_maths,neurokit
250,0.006986,,2.0,None,GUDB_24,GUDB_walking,neurokit
250,0.009998,,2.0,None,GUDB_24,GUDB_hand_bike,neurokit
250,0.011997,,2.0,None,GUDB_24,GUDB_jogging,neurokit
360,0.111,0.0011933430050844937,30.092592592592595,None,MIT-Arrhythmia_00,MIT-Arrhythmia,neurokit
360,0.109999,0.0031690639562989543,30.092592592592595,None,MIT-Arrhythmia_01,MIT-Arrhythmia,neurokit
360,0.136002,0.003421417760827994,30.092592592592595,None,MIT-Arrhythmia_02,MIT-Arrhythmia,neurokit
360,0.119999,0.0008745250668822179,30.092592592592595,None,MIT-Arrhythmia_03,MIT-Arrhythmia,neurokit
360,0.178964,0.028503136686760498,30.092592592592595,None,MIT-Arrhythmia_04,MIT-Arrhythmia,neurokit
360,0.122964,0.007372977691306855,30.092592592592595,None,MIT-Arrhythmia_05,MIT-Arrhythmia,neurokit
360,0.103965,0.00605577442945926,30.092592592592595,None,MIT-Arrhythmia_06,MIT-Arrhythmia,neurokit
360,0.124023,0.0019860979148245772,30.092592592592595,None,MIT-Arrhythmia_07,MIT-Arrhythmia,neurokit
360,0.097957,0.09614731252110068,30.092592592592595,None,MIT-Arrhythmia_08,MIT-Arrhythmia,neurokit
360,0.032967,0.058163193026460815,10.0,None,MIT-Arrhythmia_08,MIT-Arrhythmia-x,neurokit
360,0.143001,0.0027407208127721108,30.092592592592595,None,MIT-Arrhythmia_09,MIT-Arrhythmia,neurokit
360,0.042971,0.0028528708263198333,10.0,None,MIT-Arrhythmia_09,MIT-Arrhythmia-x,neurokit
360,0.134001,0.002800307976335908,30.092592592592595,None,MIT-Arrhythmia_10,MIT-Arrhythmia,neurokit
360,0.038034,0.0023000189783736673,10.0,None,MIT-Arrhythmia_10,MIT-Arrhythmia-x,neurokit
360,0.15994,0.0009676669484846506,30.092592592592595,None,MIT-Arrhythmia_11,MIT-Arrhythmia,neurokit
360,0.049985,0.0007338864012642771,10.0,None,MIT-Arrhythmia_11,MIT-Arrhythmia-x,neurokit
360,0.123,0.04273089940257144,30.092592592592595,None,MIT-Arrhythmia_12,MIT-Arrhythmia,neurokit
360,0.040001,0.06708300613805501,10.0,None,MIT-Arrhythmia_12,MIT-Arrhythmia-x,neurokit
360,0.098003,0.007428949534287336,30.092592592592595,None,MIT-Arrhythmia_13,MIT-Arrhythmia,neurokit
360,0.043991,0.015089978254416773,10.0,None,MIT-Arrhythmia_13,MIT-Arrhythmia-x,neurokit
360,0.118038,0.000735290833862206,30.092592592592595,None,MIT-Arrhythmia_14,MIT-Arrhythmia,neurokit
360,0.038021,0.0007776486912280054,10.0,None,MIT-Arrhythmia_14,MIT-Arrhythmia-x,neurokit
360,0.138002,0.01649567687287634,30.092592592592595,None,MIT-Arrhythmia_15,MIT-Arrhythmia,neurokit
360,0.057006,0.0010254925574838404,10.0,None,MIT-Arrhythmia_15,MIT-Arrhythmia-x,neurokit
360,0.112009,0.004143238305822465,30.092592592592595,None,MIT-Arrhythmia_16,MIT-Arrhythmia,neurokit
360,0.046999,0.0032901418624486775,10.0,None,MIT-Arrhythmia_16,MIT-Arrhythmia-x,neurokit
360,0.130034,0.0019331577806433913,30.092592592592595,None,MIT-Arrhythmia_17,MIT-Arrhythmia,neurokit
360,0.123028,0.0018253281780820892,30.092592592592595,None,MIT-Arrhythmia_18,MIT-Arrhythmia,neurokit
360,0.140962,0.00337909154795731,30.092592592592595,None,MIT-Arrhythmia_19,MIT-Arrhythmia,neurokit
360,0.044,0.0035087713468293586,10.0,None,MIT-Arrhythmia_19,MIT-Arrhythmia-x,neurokit
360,0.149005,0.0013686458456256233,30.092592592592595,None,MIT-Arrhythmia_20,MIT-Arrhythmia,neurokit
360,0.046967,0.0016499320172927278,10.0,None,MIT-Arrhythmia_20,MIT-Arrhythmia-x,neurokit
360,0.085002,0.0021145034331385283,30.092592592592595,None,MIT-Arrhythmia_21,MIT-Arrhythmia,neurokit
360,0.030003,0.00500997050346128,10.0,None,MIT-Arrhythmia_21,MIT-Arrhythmia-x,neurokit
360,0.098988,0.0033568782158280683,30.092592592592595,None,MIT-Arrhythmia_22,MIT-Arrhythmia,neurokit
360,0.040961,0.003982556356591984,10.0,None,MIT-Arrhythmia_22,MIT-Arrhythmia-x,neurokit
360,0.132002,0.021944188821618745,30.092592592592595,None,MIT-Arrhythmia_23,MIT-Arrhythmia,neurokit
360,0.106,0.0029127926867521118,30.092592592592595,None,MIT-Arrhythmia_24,MIT-Arrhythmia,neurokit
360,0.138028,0.0023350349419009133,30.092592592592595,None,MIT-Arrhythmia_25,MIT-Arrhythmia,neurokit
360,0.134036,0.05001250323521031,30.092592592592595,None,MIT-Arrhythmia_26,MIT-Arrhythmia,neurokit
360,0.131004,0.008369470269768127,30.092592592592595,None,MIT-Arrhythmia_27,MIT-Arrhythmia,neurokit
360,0.09797,2.4701869084011445,30.092592592592595,None,MIT-Arrhythmia_28,MIT-Arrhythmia,neurokit
360,0.146002,0.012316814340074946,30.092592592592595,None,MIT-Arrhythmia_29,MIT-Arrhythmia,neurokit
360,0.16496,0.0008428354800294072,30.092592592592595,None,MIT-Arrhythmia_30,MIT-Arrhythmia,neurokit
360,0.179971,0.010199749673270336,30.092592592592595,None,MIT-Arrhythmia_31,MIT-Arrhythmia,neurokit
360,0.140002,0.0008224295753371237,30.092592592592595,None,MIT-Arrhythmia_32,MIT-Arrhythmia,neurokit
360,0.170039,0.002705611468013252,30.092592592592595,None,MIT-Arrhythmia_33,MIT-Arrhythmia,neurokit
360,0.109003,0.004870147933448012,30.092592592592595,None,MIT-Arrhythmia_34,MIT-Arrhythmia,neurokit
360,0.170004,0.004185792742665503,30.092592592592595,None,MIT-Arrhythmia_35,MIT-Arrhythmia,neurokit
360,0.107968,0.004940110288431231,30.092592592592595,None,MIT-Arrhythmia_36,MIT-Arrhythmia,neurokit
360,0.15104,0.0012375183921197006,30.092592592592595,None,MIT-Arrhythmia_37,MIT-Arrhythmia,neurokit
360,0.105002,0.0008804098427449392,30.092592592592595,None,MIT-Arrhythmia_38,MIT-Arrhythmia,neurokit
360,0.038999,0.0007537551285275526,10.0,None,MIT-Arrhythmia_38,MIT-Arrhythmia-x,neurokit
360,0.140004,0.0025901918721665707,30.092592592592595,None,MIT-Arrhythmia_39,MIT-Arrhythmia,neurokit
360,0.050961,0.0022953072509937725,10.0,None,MIT-Arrhythmia_39,MIT-Arrhythmia-x,neurokit
360,0.143002,0.002840768326578054,30.092592592592595,None,MIT-Arrhythmia_40,MIT-Arrhythmia,neurokit
360,0.040994,0.0010755227216976298,10.0,None,MIT-Arrhythmia_40,MIT-Arrhythmia-x,neurokit
360,0.122,0.003267146723293489,30.092592592592595,None,MIT-Arrhythmia_41,MIT-Arrhythmia,neurokit
360,0.046546,0.002339270429250896,10.0,None,MIT-Arrhythmia_41,MIT-Arrhythmia-x,neurokit
360,0.126027,0.025493474573392138,30.092592592592595,None,MIT-Arrhythmia_42,MIT-Arrhythmia,neurokit
360,0.043029,0.024643243664566144,10.0,None,MIT-Arrhythmia_42,MIT-Arrhythmia-x,neurokit
360,0.108997,0.0010076828598323873,30.092592592592595,None,MIT-Arrhythmia_43,MIT-Arrhythmia,neurokit
360,0.043001,0.0007748319365852052,10.0,None,MIT-Arrhythmia_43,MIT-Arrhythmia-x,neurokit
360,0.102,0.12160788794123756,30.092592592592595,None,MIT-Arrhythmia_44,MIT-Arrhythmia,neurokit
360,0.036002,0.12538045054894525,10.0,None,MIT-Arrhythmia_44,MIT-Arrhythmia-x,neurokit
360,0.116002,0.03101745244797852,30.092592592592595,None,MIT-Arrhythmia_45,MIT-Arrhythmia,neurokit
360,0.038001,0.0542404470883399,10.0,None,MIT-Arrhythmia_45,MIT-Arrhythmia-x,neurokit
360,0.185001,0.012413912075716741,30.092592592592595,None,MIT-Arrhythmia_46,MIT-Arrhythmia,neurokit
360,0.057,0.011655792134377249,10.0,None,MIT-Arrhythmia_46,MIT-Arrhythmia-x,neurokit
360,0.159986,0.0007960953062637763,30.092592592592595,None,MIT-Arrhythmia_47,MIT-Arrhythmia,neurokit
360,0.055997,0.0008269953589983629,10.0,None,MIT-Arrhythmia_47,MIT-Arrhythmia-x,neurokit
128,0.598,0.05316039521747278,120.0,None,MIT-Normal_00,MIT-Normal,neurokit
128,0.459975,0.10363149291068859,120.0,None,MIT-Normal_01,MIT-Normal,neurokit
128,0.487,0.03280120208619901,120.0,None,MIT-Normal_02,MIT-Normal,neurokit
128,0.414,0.05533135498915105,120.0,None,MIT-Normal_03,MIT-Normal,neurokit
128,0.519995,0.026082186093869628,120.0,None,MIT-Normal_04,MIT-Normal,neurokit
128,0.355037,0.08117803149689405,120.0,None,MIT-Normal_05,MIT-Normal,neurokit
128,0.487998,0.09603437375675984,120.0,None,MIT-Normal_06,MIT-Normal,neurokit
128,0.789999,0.06713625542328948,120.0,None,MIT-Normal_07,MIT-Normal,neurokit
128,0.737002,0.0981794818507037,120.0,None,MIT-Normal_08,MIT-Normal,neurokit
128,0.407003,0.10470332169044243,120.0,None,MIT-Normal_09,MIT-Normal,neurokit
128,0.459998,0.03885816945140687,120.0,None,MIT-Normal_10,MIT-Normal,neurokit
128,0.498998,0.034084619394966216,120.0,None,MIT-Normal_11,MIT-Normal,neurokit
128,0.498039,0.1171942451142204,120.0,None,MIT-Normal_12,MIT-Normal,neurokit
128,0.500009,0.0652588443700631,120.0,None,MIT-Normal_13,MIT-Normal,neurokit
128,0.437041,0.042745140749104946,120.0,None,MIT-Normal_14,MIT-Normal,neurokit
128,0.579547,0.06250882843607565,120.0,None,MIT-Normal_15,MIT-Normal,neurokit
128,0.471971,0.0440815173714538,120.0,None,MIT-Normal_16,MIT-Normal,neurokit
128,0.988998,0.030748696671634435,120.0,None,MIT-Normal_17,MIT-Normal,neurokit
500,0.002002,0.04015487105782464,0.16666666666666666,None,LUDB_01,LUDB,neurokit
500,0.001998,0.0025682612019302204,0.16666666666666666,None,LUDB_02,LUDB,neurokit
500,0.001999,0.0030005593568010313,0.16666666666666666,None,LUDB_03,LUDB,neurokit
500,0.002002,0.0020388138366470216,0.16666666666666666,None,LUDB_04,LUDB,neurokit
500,0.001999,0.014196067717788249,0.16666666666666666,None,LUDB_05,LUDB,neurokit
500,0.001999,0.003992016400124981,0.16666666666666666,None,LUDB_06,LUDB,neurokit
500,0.002012,0.009139772058399952,0.16666666666666666,None,LUDB_07,LUDB,neurokit
500,0.001999,0.0020701167468881554,0.16666666666666666,None,LUDB_08,LUDB,neurokit
500,0.002001,0.003374648556360436,0.16666666666666666,None,LUDB_09,LUDB,neurokit
500,0.001999,0.0022360980644589882,0.16666666666666666,None,LUDB_10,LUDB,neurokit
500,0.002029,0.0028641908304566327,0.16666666666666666,None,LUDB_11,LUDB,neurokit
500,0.002999,0.013313310899155302,0.16666666666666666,None,LUDB_12,LUDB,neurokit
500,0.002002,0.003904279302456701,0.16666666666666666,None,LUDB_13,LUDB,neurokit
500,0.001002,0.002025457171476551,0.16666666666666666,None,LUDB_14,LUDB,neurokit
500,0.00202,0.009475892009987925,0.16666666666666666,None,LUDB_15,LUDB,neurokit
500,0.003002,0.0021653087536216142,0.16666666666666666,None,LUDB_16,LUDB,neurokit
500,0.001,0.001093468842724914,0.16666666666666666,None,LUDB_17,LUDB,neurokit
500,0.002,0.0020276656373104497,0.16666666666666666,None,LUDB_18,LUDB,neurokit
500,0.002,0.003246143045821189,0.16666666666666666,None,LUDB_19,LUDB,neurokit
500,0.002,0.002400109077510513,0.16666666666666666,None,LUDB_20,LUDB,neurokit
500,0.002998,0.0010359057170155714,0.16666666666666666,None,LUDB_21,LUDB,neurokit
500,0.002001,0.020455803663112403,0.16666666666666666,None,LUDB_22,LUDB,neurokit
500,0.001992,0.0035591423971026758,0.16666666666666666,None,LUDB_23,LUDB,neurokit
500,0.005002,0.08469891409879357,0.16666666666666666,None,LUDB_24,LUDB,neurokit
500,0.001,0.017044365377669707,0.16666666666666666,None,LUDB_25,LUDB,neurokit
500,0.000999,0.004773174370738526,0.16666666666666666,None,LUDB_26,LUDB,neurokit
500,0.000999,0.015570165178182617,0.16666666666666666,None,LUDB_27,LUDB,neurokit
500,0.002035,0.0017033077225478322,0.16666666666666666,None,LUDB_28,LUDB,neurokit
500,0.001999,0.011567602581699508,0.16666666666666666,None,LUDB_29,LUDB,neurokit
500,0.002032,0.004641334675910943,0.16666666666666666,None,LUDB_30,LUDB,neurokit
500,0.001974,0.0017887091307524261,0.16666666666666666,None,LUDB_31,LUDB,neurokit
500,0.002001,0.00511212856276531,0.16666666666666666,None,LUDB_32,LUDB,neurokit
500,0.001996,0.00414083823810804,0.16666666666666666,None,LUDB_33,LUDB,neurokit
500,0.002003,0.02710154355670326,0.16666666666666666,None,LUDB_34,LUDB,neurokit
500,0.001992,0.006998737439551462,0.16666666666666666,None,LUDB_35,LUDB,neurokit
500,0.002001,0.004978282708611629,0.16666666666666666,None,LUDB_36,LUDB,neurokit
500,0.000998,0.0013530977270065287,0.16666666666666666,None,LUDB_37,LUDB,neurokit
500,0.005,0.008236530894452056,0.16666666666666666,None,LUDB_38,LUDB,neurokit
500,0.000999,0.00772330408044345,0.16666666666666666,None,LUDB_39,LUDB,neurokit
500,0.001001,0.007254418264990388,0.16666666666666666,None,LUDB_40,LUDB,neurokit
500,0.002,0.0012898168884416977,0.16666666666666666,None,LUDB_41,LUDB,neurokit
500,0.002025,0.0015691031495614976,0.16666666666666666,None,LUDB_42,LUDB,neurokit
500,0.001999,0.004579296819083537,0.16666666666666666,None,LUDB_43,LUDB,neurokit
500,0.001001,0.013134449129682868,0.16666666666666666,None,LUDB_44,LUDB,neurokit
500,0.002029,0.04930925765255584,0.16666666666666666,None,LUDB_45,LUDB,neurokit
500,0.001,0.00353203341963521,0.16666666666666666,None,LUDB_46,LUDB,neurokit
500,0.001999,0.008148326421053667,0.16666666666666666,None,LUDB_47,LUDB,neurokit
500,0.001,0.00564156372487983,0.16666666666666666,None,LUDB_48,LUDB,neurokit
500,0.001,0.005046887390403842,0.16666666666666666,None,LUDB_49,LUDB,neurokit
500,0.002001,0.004033942344364432,0.16666666666666666,None,LUDB_50,LUDB,neurokit
500,0.000998,0.04035949724156723,0.16666666666666666,None,LUDB_51,LUDB,neurokit
500,0.002958,0.007940647963672153,0.16666666666666666,None,LUDB_52,LUDB,neurokit
500,0.001,0.0008798622931936996,0.16666666666666666,None,LUDB_53,LUDB,neurokit
500,0.002,0.0009105868570656657,0.16666666666666666,None,LUDB_54,LUDB,neurokit
500,0.001996,0.004578780283666781,0.16666666666666666,None,LUDB_55,LUDB,neurokit
500,0.002002,0.005499065320292732,0.16666666666666666,None,LUDB_56,LUDB,neurokit
500,0.002032,0.0010757170819615802,0.16666666666666666,None,LUDB_57,LUDB,neurokit
500,0.001,0.011184097128057078,0.16666666666666666,None,LUDB_58,LUDB,neurokit
500,0.002,0.0071844190732034425,0.16666666666666666,None,LUDB_59,LUDB,neurokit
500,0.001999,0.0016908572440547528,0.16666666666666666,None,LUDB_60,LUDB,neurokit
500,0.002002,0.003208143204678149,0.16666666666666666,None,LUDB_61,LUDB,neurokit
500,0.002009,0.0023303810137240916,0.16666666666666666,None,LUDB_62,LUDB,neurokit
500,0.002003,0.01165031625308363,0.16666666666666666,None,LUDB_63,LUDB,neurokit
500,0.002,0.05264621145034696,0.16666666666666666,None,LUDB_64,LUDB,neurokit
500,0.001999,0.0012488726785675564,0.16666666666666666,None,LUDB_65,LUDB,neurokit
500,0.000999,0.0076002552489316194,0.16666666666666666,None,LUDB_66,LUDB,neurokit
500,0.001,0.014618518333076999,0.16666666666666666,None,LUDB_67,LUDB,neurokit
500,0.001005,0.0017127762176417675,0.16666666666666666,None,LUDB_68,LUDB,neurokit
500,0.002036,0.002768113669242113,0.16666666666666666,None,LUDB_69,LUDB,neurokit
500,0.002,0.0021766242289217694,0.16666666666666666,None,LUDB_70,LUDB,neurokit
500,0.001001,0.002368459460474677,0.16666666666666666,None,LUDB_71,LUDB,neurokit
500,0.001991,0.008351185358350955,0.16666666666666666,None,LUDB_72,LUDB,neurokit
500,0.001995,0.0018094999574851701,0.16666666666666666,None,LUDB_73,LUDB,neurokit
500,0.001993,0.014604007334955708,0.16666666666666666,None,LUDB_74,LUDB,neurokit
500,0.000998,0.0015347061145487525,0.16666666666666666,None,LUDB_75,LUDB,neurokit
500,0.001,0.0010681753712436883,0.16666666666666666,None,LUDB_76,LUDB,neurokit
500,0.002035,0.0040576171730736885,0.16666666666666666,None,LUDB_77,LUDB,neurokit
500,0.002037,0.002429683330274421,0.16666666666666666,None,LUDB_78,LUDB,neurokit
500,0.000999,0.0024291151635177795,0.16666666666666666,None,LUDB_79,LUDB,neurokit
500,0.000999,0.002895258511987275,0.16666666666666666,None,LUDB_80,LUDB,neurokit
500,0.001999,0.002242176955423021,0.16666666666666666,None,LUDB_81,LUDB,neurokit
500,0.000982,0.016914118095511525,0.16666666666666666,None,LUDB_82,LUDB,neurokit
500,0.002,0.02613210897666193,0.16666666666666666,None,LUDB_83,LUDB,neurokit
500,0.002006,0.0021107178253619344,0.16666666666666666,None,LUDB_84,LUDB,neurokit
500,0.002002,0.00125379998850342,0.16666666666666666,None,LUDB_85,LUDB,neurokit
500,0.002001,0.0017310959172163885,0.16666666666666666,None,LUDB_86,LUDB,neurokit
500,0.002001,0.004600055767442728,0.16666666666666666,None,LUDB_87,LUDB,neurokit
500,0.002,0.015607036720088684,0.16666666666666666,None,LUDB_88,LUDB,neurokit
500,0.002005,0.011494008101831979,0.16666666666666666,None,LUDB_89,LUDB,neurokit
500,0.001999,0.016597298108251023,0.16666666666666666,None,LUDB_90,LUDB,neurokit
500,0.002,0.011208572532198155,0.16666666666666666,None,LUDB_91,LUDB,neurokit
500,0.003028,0.0006374103071773079,0.16666666666666666,None,LUDB_92,LUDB,neurokit
500,0.001,0.033680327951735506,0.16666666666666666,None,LUDB_93,LUDB,neurokit
500,0.001,0.003701359679919759,0.16666666666666666,None,LUDB_94,LUDB,neurokit
500,0.002,0.03544475385193117,0.16666666666666666,None,LUDB_95,LUDB,neurokit
500,0.002008,0.012056596468751304,0.16666666666666666,None,LUDB_96,LUDB,neurokit
500,0.002007,0.00438851068425004,0.16666666666666666,None,LUDB_97,LUDB,neurokit
500,0.000999,0.002003724466841069,0.16666666666666666,None,LUDB_98,LUDB,neurokit
500,0.002001,0.00403213231104452,0.16666666666666666,None,LUDB_99,LUDB,neurokit
500,0.002001,0.0038400031852258093,0.16666666666666666,None,LUDB_100,LUDB,neurokit
500,0.000998,0.01133969486441606,0.16666666666666666,None,LUDB_101,LUDB,neurokit
500,0.000996,0.001579574048429916,0.16666666666666666,None,LUDB_102,LUDB,neurokit
500,0.002,0.0016903834381940361,0.16666666666666666,None,LUDB_103,LUDB,neurokit
500,0.001999,0.003627791765217078,0.16666666666666666,None,LUDB_104,LUDB,neurokit
500,0.000999,0.023662245907817472,0.16666666666666666,None,LUDB_105,LUDB,neurokit
500,0.002026,0.013150890983974569,0.16666666666666666,None,LUDB_106,LUDB,neurokit
500,0.002,0.0025349939585463384,0.16666666666666666,None,LUDB_107,LUDB,neurokit
500,0.001999,0.01960052983538692,0.16666666666666666,None,LUDB_108,LUDB,neurokit
500,0.001998,0.09623850715517934,0.16666666666666666,None,LUDB_109,LUDB,neurokit
500,0.001,0.003707644555712902,0.16666666666666666,None,LUDB_110,LUDB,neurokit
